src,dst,count,source_color,destination_color
Bellevue Ave & E Pine St,1st Ave & Marion St,7,#3358FF,#FF3F33
12th Ave & E Denny Way,Cal Anderson Park / 11th Ave & Pine St,7,#3358FF,#FF3F33
2nd Ave & Blanchard St,E Blaine St & Fairview Ave E,7,#3358FF,#FF3F33
E Harrison St & Broadway Ave E,2nd Ave & Pine St,7,#3358FF,#FF3F33
Key Arena / 1st Ave N & Harrison St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,7,#3358FF,#FF3F33
E Harrison St & Broadway Ave E,Union St & 4th Ave,7,#3358FF,#FF3F33
6th Ave & Blanchard St,Thomas St & 5th Ave N,7,#3358FF,#FF3F33
Dexter Ave N & Aloha St,Lake Union Park / Valley St & Boren Ave N,7,#3358FF,#FF3F33
NE 42nd St & University Way NE,UW Intramural Activities Building,6,#3358FF,#FF3F33
King Street Station Plaza / 2nd Ave Extension S & S Jackson St,Pine St & 9th Ave,6,#3358FF,#FF3F33
Summit Ave & E Denny Way,Union St & 4th Ave,6,#3358FF,#FF3F33
Cal Anderson Park / 11th Ave & Pine St,Broadway and E Denny Way,6,#3358FF,#FF3F33
Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,Key Arena / 1st Ave N & Harrison St,6,#3358FF,#FF3F33
Key Arena / 1st Ave N & Harrison St,Pier 66 / Alaskan Way & Bell St,6,#3358FF,#FF3F33
12th Ave & E Mercer St,Occidental Park / Occidental Ave S & S Washington St,6,#3358FF,#FF3F33
Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,2nd Ave & Spring St,6,#3358FF,#FF3F33
REI / Yale Ave N & John St,Seattle University / E Columbia St & 12th Ave,6,#3358FF,#FF3F33
Thomas St & 5th Ave N,Key Arena / 1st Ave N & Harrison St,6,#3358FF,#FF3F33
15th Ave E & E Thomas St,Union St & 4th Ave,6,#3358FF,#FF3F33
Westlake Ave & 6th Ave,2nd Ave & Spring St,6,#3358FF,#FF3F33
City Hall / 4th Ave & James St,Key Arena / 1st Ave N & Harrison St,6,#3358FF,#FF3F33
15th Ave E & E Thomas St,REI / Yale Ave N & John St,6,#3358FF,#FF3F33
2nd Ave & Blanchard St,2nd Ave & Spring St,6,#3358FF,#FF3F33
9th Ave N & Mercer St,Eastlake Ave E & E Allison St,6,#3358FF,#FF3F33
Thomas St & 5th Ave N,7th Ave & Union St,6,#3358FF,#FF3F33
NE 47th St & 12th Ave NE,NE 42nd St & University Way NE,6,#3358FF,#FF3F33
Summit Ave & E Denny Way,Harvard Ave & E Pine St,6,#3358FF,#FF3F33
Key Arena / 1st Ave N & Harrison St,Westlake Ave & 6th Ave,6,#3358FF,#FF3F33
Cal Anderson Park / 11th Ave & Pine St,E Blaine St & Fairview Ave E,6,#3358FF,#FF3F33
6th Ave S & S King St,Union St & 4th Ave,6,#3358FF,#FF3F33
Occidental Park / Occidental Ave S & S Washington St,E Pine St & 16th Ave,6,#3358FF,#FF3F33
UW Engineering Library / E Stevens Way NE & Jefferson Rd,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,6,#3358FF,#FF3F33
NE Pacific St/UW Medical Center,Eastlake Ave E & E Allison St,6,#3358FF,#FF3F33
Cal Anderson Park / 11th Ave & Pine St,Thomas St & 5th Ave N,6,#3358FF,#FF3F33
Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Dexter Ave N & Aloha St,6,#3358FF,#FF3F33
Key Arena / 1st Ave N & Harrison St,Dexter Ave N & Aloha St,6,#3358FF,#FF3F33
Union St & 4th Ave,Bellevue Ave & E Pine St,6,#3358FF,#FF3F33
7th Ave & Union St,6th Ave S & S King St,6,#3358FF,#FF3F33
Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,6th Ave & Blanchard St,6,#3358FF,#FF3F33
2nd Ave & Pine St,REI / Yale Ave N & John St,6,#3358FF,#FF3F33
Harvard Ave & E Pine St,Bellevue Ave & E Pine St,6,#3358FF,#FF3F33
3rd Ave & Broad St,1st Ave & Marion St,6,#3358FF,#FF3F33
E Pine St & 16th Ave,15th Ave NE & NE 40th St,6,#3358FF,#FF3F33
6th Ave S & S King St,Cal Anderson Park / 11th Ave & Pine St,6,#3358FF,#FF3F33
Pine St & 9th Ave,Harvard Ave & E Pine St,6,#3358FF,#FF3F33
7th Ave & Union St,7th Ave & Union St,6,#3358FF,#FF3F33
6th Ave S & S King St,Occidental Park / Occidental Ave S & S Washington St,6,#3358FF,#FF3F33
2nd Ave & Pine St,Lake Union Park / Valley St & Boren Ave N,6,#3358FF,#FF3F33
Summit Ave E & E Republican St,Harvard Ave & E Pine St,6,#3358FF,#FF3F33
2nd Ave & Pine St,2nd Ave & Blanchard St,6,#3358FF,#FF3F33
Republican St & Westlake Ave N,2nd Ave & Pine St,6,#3358FF,#FF3F33
12th Ave & NE Campus Pkwy,E Harrison St & Broadway Ave E,6,#3358FF,#FF3F33
2nd Ave & Vine St,1st Ave & Marion St,6,#3358FF,#FF3F33
Broadway and E Denny Way,Westlake Ave & 6th Ave,6,#3358FF,#FF3F33
9th Ave N & Mercer St,2nd Ave & Pine St,6,#3358FF,#FF3F33
2nd Ave & Pine St,Pine St & 9th Ave,6,#3358FF,#FF3F33
12th Ave & E Mercer St,Seattle University / E Columbia St & 12th Ave,6,#3358FF,#FF3F33
UW Engineering Library / E Stevens Way NE & Jefferson Rd,NE Pacific St/UW Medical Center,6,#3358FF,#FF3F33
Thomas St & 5th Ave N,6th Ave & Blanchard St,6,#3358FF,#FF3F33
E Blaine St & Fairview Ave E,E Blaine St & Fairview Ave E,6,#3358FF,#FF3F33
Lake Union Park / Valley St & Boren Ave N,2nd Ave & Blanchard St,6,#3358FF,#FF3F33
15th Ave NE & NE 40th St,Cal Anderson Park / 11th Ave & Pine St,6,#3358FF,#FF3F33
Bellevue Ave & E Pine St,Pine St & 9th Ave,6,#3358FF,#FF3F33
1st Ave & Marion St,Union St & 4th Ave,6,#3358FF,#FF3F33
2nd Ave & Spring St,City Hall / 4th Ave & James St,6,#3358FF,#FF3F33
Westlake Ave & 6th Ave,6th Ave S & S King St,6,#3358FF,#FF3F33
Children's Hospital / Sandpoint Way NE & 40th Ave NE,UW Intramural Activities Building,6,#3358FF,#FF3F33
2nd Ave & Spring St,6th Ave S & S King St,6,#3358FF,#FF3F33
Westlake Ave & 6th Ave,Key Arena / 1st Ave N & Harrison St,6,#3358FF,#FF3F33
6th Ave S & S King St,Pier 69 / Alaskan Way & Clay St,6,#3358FF,#FF3F33
Terry Ave & Stewart St,3rd Ave & Broad St,6,#3358FF,#FF3F33
Seattle University / E Columbia St & 12th Ave,Seattle University / E Columbia St & 12th Ave,6,#3358FF,#FF3F33
2nd Ave & Vine St,Pier 66 / Alaskan Way & Bell St,6,#3358FF,#FF3F33
2nd Ave & Vine St,Dexter Ave N & Aloha St,6,#3358FF,#FF3F33
City Hall / 4th Ave & James St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,6,#3358FF,#FF3F33
Thomas St & 5th Ave N,NE 47th St & 12th Ave NE,6,#3358FF,#FF3F33
UW Intramural Activities Building,Children's Hospital / Sandpoint Way NE & 40th Ave NE,6,#3358FF,#FF3F33
Pier 66 / Alaskan Way & Bell St,2nd Ave & Pine St,6,#3358FF,#FF3F33
Cal Anderson Park / 11th Ave & Pine St,12th Ave & E Mercer St,6,#3358FF,#FF3F33
Lake Union Park / Valley St & Boren Ave N,Pine St & 9th Ave,6,#3358FF,#FF3F33
King Street Station Plaza / 2nd Ave Extension S & S Jackson St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,6,#3358FF,#FF3F33
Pier 69 / Alaskan Way & Clay St,12th Ave & NE Campus Pkwy,6,#3358FF,#FF3F33
2nd Ave & Pine St,Broadway and E Denny Way,6,#3358FF,#FF3F33
7th Ave & Union St,Mercer St & 9th Ave N,6,#3358FF,#FF3F33
City Hall / 4th Ave & James St,Occidental Park / Occidental Ave S & S Washington St,6,#3358FF,#FF3F33
6th Ave & Blanchard St,Republican St & Westlake Ave N,6,#3358FF,#FF3F33
REI / Yale Ave N & John St,Lake Union Park / Valley St & Boren Ave N,6,#3358FF,#FF3F33
2nd Ave & Vine St,Pine St & 9th Ave,6,#3358FF,#FF3F33
